,name,Page,audience,comment,presents,share,url,Time,CorrectedTime_U,CorrectedTime_L,fault
498,Dangerous Woman,http://changba.com/s/YLwCZLBugjvPLmIROTia8g,109,3,7,0,http://qiniuuwmp3.changba.com/888836851.mp3,2017-05-12 00:00:00,2017-05-12 00:00:00,2017-05-12 00:00:00,False
499,No,http://changba.com/s/Ov6ReYXn4xsdaoVDlr6aig,198,6,10,3,http://upscuw.changba.com/888496512.mp3,2017-05-11 00:00:00,2017-05-11 00:00:00,2017-05-11 00:00:00,False
500,遇见,http://changba.com/s/anKrUYX4hPY1ey98_ACtOQ,79,1,1,0,http://upscuw.changba.com/887336834.mp3,2017-05-09 00:00:00,2017-05-09 00:00:00,2017-05-09 00:00:00,False
501,往日时光,http://changba.com/s/47_Joidh4IGebTB7p6CHbQ,58,2,2,1,http://upscuw.changba.com/887323601.mp3,2017-05-09 00:00:00,2017-05-09 00:00:00,2017-05-09 00:00:00,False
502,回来,http://changba.com/s/FI2vdXB0kyaUvCsaG0jM7g,39,1,2,0,http://upscuw.changba.com/887292607.mp3,2017-05-11 00:00:00,2017-05-09 00:00:00,2017-05-08 00:00:00,True
503,心动,http://changba.com/s/bn9MMyEktWkcPpaujYXySQ,130,14,10,3,http://upscuw.changba.com/886934501.mp3,2017-05-08 00:00:00,2017-05-08 00:00:00,2017-05-08 00:00:00,False
504,大艺术家,http://changba.com/s/9YtvO_E4QOWB_Ir1P5HpXA,146,3,2,2,http://upscuw.changba.com/886886519.mp3,2017-05-08 00:00:00,2017-05-08 00:00:00,2017-05-08 00:00:00,False
505,跟随,http://changba.com/s/wYAyCU3xvCGpmPVIFXWGbg,66,3,1,2,http://qiniuuwmp3.changba.com/886810595.mp3,2017-05-08 00:00:00,2017-05-08 00:00:00,2017-05-08 00:00:00,False
506,Drunk On Love,http://changba.com/s/ydq4HVQTzItV84o5xwoqUg,112,6,11,0,http://qiniuuwmp3.changba.com/886574070.mp3,2017-05-08 00:00:00,2017-05-08 00:00:00,2017-05-08 00:00:00,False
507,花蝴蝶,http://changba.com/s/FKyBoFQAkc2nqyRaFSlBKA,174,6,6,0,http://qiniuuwmp3.changba.com/886005790.mp3,2017-05-07 00:00:00,2017-05-07 00:00:00,2017-05-07 00:00:00,False
508,Lovelovelove,http://changba.com/s/XkYmrc_iT16hq61jJfhyMA,85,7,2,2,http://qiniuuwmp3.changba.com/885960250.mp3,2017-05-07 00:00:00,2017-05-07 00:00:00,2017-05-07 00:00:00,False
509,Tilithappenstoyou,http://changba.com/s/Q2kFil5Wj0iLEYY4W2MkTw,52,2,6,0,http://qiniuuwmp3.changba.com/885946184.mp3,2017-05-07 00:00:00,2017-05-07 00:00:00,2017-05-07 00:00:00,False
510,Innocence,http://changba.com/s/N-YbJp4ayiSHcMd4XE0llw,136,10,10,1,http://qiniuuwmp3.changba.com/885338868.mp3,2017-05-06 00:00:00,2017-05-06 00:00:00,2017-05-06 00:00:00,False
511,这天,http://changba.com/s/2LCnVFfw-i60EjTXdYqsXA,39,0,5,0,http://upscuw.changba.com/885337023.mp3,,2017-05-06 00:00:00,2017-05-05 00:00:00,True
512,搏浪鼓,http://changba.com/s/WxR7WXffdzYiYOEH25z2Vg,61,5,4,1,http://upscuw.changba.com/885036815.mp3,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-05 00:00:00,False
513,小冤家,http://changba.com/s/xPnBkO0k1ulJElDTmAN3-w,58,3,4,0,http://upscuw.changba.com/885006923.mp3,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-05 00:00:00,False
514,Pompeii,http://changba.com/s/3njE-ZqM1pzDlZXbDEwZVQ,47,1,2,0,http://qiniuuwmp3.changba.com/884979863.mp3,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-05 00:00:00,False
515,最初的梦想,http://changba.com/s/nC4-3PCJEgMihMtLjDujdg,84,10,8,1,http://qiniuuwmp3.changba.com/884791647.mp3,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-05 00:00:00,False
516,You Raise Me Up,http://changba.com/s/Xnm65Q8H7N8YE3D93DTdhA,149,6,15,3,http://upscuw.changba.com/882218212.mp3,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,False
517,无眠,http://changba.com/s/srj4nLwnInImE_LFdh9ZLg,102,1,2,0,http://qiniuuwmp3.changba.com/882195157.mp3,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,False
518,American Oxygen,http://changba.com/s/HSuBp2W1vPbkpudZ3bFliw,208,6,12,5,http://upscuw.changba.com/880716037.mp3,2017-04-28 00:00:00,2017-04-28 00:00:00,2017-04-28 00:00:00,False
519,当一个天使的忧愁,http://changba.com/s/2UZ6Zp_lkuWH0xu6N2vUDw,102,2,1,0,http://upscuw.changba.com/880488815.mp3,2017-04-27 00:00:00,2017-04-27 00:00:00,2017-04-27 00:00:00,False
520,Home,http://changba.com/s/WGsXVgnLe0uoOvREWKO_4Q,88,5,2,2,http://qiniuuwmp3.changba.com/880458892.mp3,2017-04-27 00:00:00,2017-04-27 00:00:00,2017-04-27 00:00:00,False
521,Freedom,http://changba.com/s/0TZoh8Om2F9xiZc8IwNpPQ,165,4,6,0,http://qiniuuwmp3.changba.com/879653645.mp3,2017-04-26 00:00:00,2017-04-26 00:00:00,2017-04-26 00:00:00,False
522,The A Team,http://changba.com/s/tc2rv0g_pmdKBDEpAvhwZw,86,5,10,0,http://upscuw.changba.com/879609134.mp3,2017-04-26 00:00:00,2017-04-26 00:00:00,2017-04-26 00:00:00,False
523,Somebody That I Used To Know,http://changba.com/s/Vo7gp_4NtbuiRxMV0OSAVw,155,10,23,6,http://upuwmp3.changba.com/userdata/userwork/443/879266443.mp3,2017-04-25 00:00:00,2017-04-25 00:00:00,2017-04-25 00:00:00,False
524,Sorry,http://changba.com/s/NlQJLuJirobe7q_g2Z3pOA,131,2,10,2,http://qiniuuwmp3.changba.com/878645893.mp3,2017-04-24 00:00:00,2017-04-24 00:00:00,2017-04-24 00:00:00,False
525,Phresh Out,http://changba.com/s/hu-9Eg2fP-ns7LIrGViypw,101,4,3,0,http://qiniuuwmp3.changba.com/878612388.mp3,2017-04-24 00:00:00,2017-04-24 00:00:00,2017-04-24 00:00:00,False
526,Sweet Dreams Melody,http://changba.com/s/SpuKSvyXCrVW9wDpSyfm8A,92,5,14,0,http://qiniuuwmp3.changba.com/878018761.mp3,2017-04-23 00:00:00,2017-04-23 00:00:00,2017-04-23 00:00:00,False
527,雪候鸟,http://changba.com/s/5wBdKg6-lMv0MMc3VqnjsQ,58,6,1,0,http://qiniuuwmp3.changba.com/877671599.mp3,2017-04-22 00:00:00,2017-04-22 00:00:00,2017-04-22 00:00:00,False
528,流花,http://changba.com/s/OgQopvBgQAebSG5v0kSHtQ,81,0,3,0,http://qiniuuwmp3.changba.com/877597163.mp3,,2017-04-22 00:00:00,2017-04-22 00:00:00,True
529,夜来香,http://changba.com/s/M8O0hjhE8YlnDeZFt3wbjg,73,5,9,0,http://ksapuw.changba.com/userdata/userwork/938/877155938.mp3,2017-04-22 00:00:00,2017-04-22 00:00:00,2017-04-22 00:00:00,False
530,Lights,http://changba.com/s/ZVTUf_ED6LAv0QukOyqjJQ,178,6,14,4,http://upuwmp3.changba.com/userdata/userwork/48/877116048.mp3,2017-04-21 00:00:00,2017-04-21 00:00:00,2017-04-21 00:00:00,False
531,管他什么音乐,http://changba.com/s/UZQyLyyXVRGLfIRvOfvxiw,90,1,4,0,http://upscuw.changba.com/876270022.mp3,2017-04-20 00:00:00,2017-04-20 00:00:00,2017-04-20 00:00:00,False
532,寻找我的同类,http://changba.com/s/QvzjD2411ROenDaYBl7pxw,78,3,7,1,http://qiniuuwmp3.changba.com/876261083.mp3,2017-04-20 00:00:00,2017-04-20 00:00:00,2017-04-20 00:00:00,False
533,Hold Up,http://changba.com/s/s7ob6blOKyGwEPyOTRjeWw,201,6,14,2,http://qiniuuwmp3.changba.com/876252058.mp3,2017-04-20 00:00:00,2017-04-20 00:00:00,2017-04-20 00:00:00,False
534,融雪之前,http://changba.com/s/o5xkaX8EK1W5hrL-4B_lWw,87,6,5,1,http://qiniuuwmp3.changba.com/876043368.mp3,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,False
535,被雨伤透,http://changba.com/s/LJRbtIgT2-BPjxGinkqqlw,76,4,7,2,http://upscuw.changba.com/876032223.mp3,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,False
536,像天堂的悬崖,http://changba.com/s/EiFvl6Rk-8VkwrHIqGhYYg,86,8,9,1,http://upscuw.changba.com/875995824.mp3,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,False
537,爱上张无忌,http://changba.com/s/V4O9_EBmpJHZqZuVBfErzA,58,5,9,1,http://qiniuuwmp3.changba.com/875858356.mp3,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,False
538,野子,http://changba.com/s/rJn8xkLPrB2rc-7FOMUOng,139,11,17,2,http://upuwmp3.changba.com/userdata/userwork/457/875391457.mp3,2017-04-18 00:00:00,2017-04-18 00:00:00,2017-04-18 00:00:00,False
539,后会无期,http://changba.com/s/DZimsLeSU424SEyw0uByWQ,75,7,20,1,http://qiniuuwmp3.changba.com/874966881.mp3,2017-04-17 00:00:00,2017-04-17 00:00:00,2017-04-17 00:00:00,False
540,不同凡想,http://changba.com/s/DkqoAa9xnoFtklbWFkfKSQ,164,11,12,3,,2017-04-16 00:00:00,2017-04-16 00:00:00,2017-04-16 00:00:00,False
541,不同凡想,http://changba.com/s/ibIY4vKurA9RMyOGmLa3eA,109,7,19,3,,2017-04-15 00:00:00,2017-04-15 00:00:00,2017-04-15 00:00:00,False
542,离开这个地方,http://changba.com/s/4yyXpSHT0Wi1JGIEmdNMvw,108,5,5,3,http://upscuw.changba.com/865167937.mp3,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,False
543,Chasing Pavements,http://changba.com/s/AYnujHRGMrZ7IRhm0VKfFg,125,3,11,0,http://qiniuuwmp3.changba.com/865166978.mp3,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,False
544,Love Runs Out,http://changba.com/s/WempcddlTen3rjW9JniH4Q,618,9,23,1,http://upscuw.changba.com/865166040.mp3,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,False
545,Stitches,http://changba.com/s/Dx47QrXwwa-H032vdUN_Xg,231,6,9,3,http://upscuw.changba.com/865164635.mp3,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,False
546,单行的轨道,http://changba.com/s/5PLw88WMz-ab8a6_uWPNZw,149,4,12,0,http://qiniuuwmp3.changba.com/865152593.mp3,2017-04-03 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,True
547,火烧的寂寞,http://changba.com/s/1gGa0Ti9-4abGT38HuQ-uQ,117,8,7,4,http://qiniuuwmp3.changba.com/865127356.mp3,2017-04-01 00:00:00,2017-04-01 00:00:00,2017-04-01 00:00:00,False
548,Pour It Up,http://changba.com/s/6Qx3AUhLkB1YmdHQsuZQ-g,143,3,10,0,http://qiniuuwmp3.changba.com/864779163.mp3,2017-03-31 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,False
549,So What,http://changba.com/s/U7LfP6_o86q77YnLScj4wA,87,3,5,0,http://qiniuuwmp3.changba.com/864711476.mp3,2017-03-31 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,False
550,Writing's On The Wall,http://changba.com/s/b7bEhruDXN4lvEo1tKLyqw,205,11,14,4,http://qiniuuwmp3.changba.com/863526645.mp3,2017-03-29 00:00:00,2017-03-29 00:00:00,2017-03-29 00:00:00,False
551,盖亚,http://changba.com/s/mnkEYQdyMDDHzzb_Nj-B5w,113,5,3,0,http://qiniuuwmp3.changba.com/863480452.mp3,2017-03-29 00:00:00,2017-03-29 00:00:00,2017-03-29 00:00:00,False
552,夜太黑 Jazz Tune,http://changba.com/s/XNBMxFdjzb-oidvzn-TSeg,133,9,9,2,http://qiniuuwmp3.changba.com/862934597.mp3,2017-03-28 00:00:00,2017-03-28 00:00:00,2017-03-28 00:00:00,False
553,红眼睛,http://changba.com/s/QQoS6Jd6LBhhVf7r4OwOMg,491,17,23,7,http://upscuw.changba.com/862697725.mp3,2017-09-29 00:00:00,2017-03-28 00:00:00,2017-03-28 00:00:00,True
554,Chandelier,http://changba.com/s/mU760NyboSEfIwuBA2yD8g,1682,28,56,12,http://qiniuuwmp3.changba.com/862687089.mp3,2018-05-07 00:00:00,2017-03-28 00:00:00,2017-03-28 00:00:00,True
555,All Of Me,http://changba.com/s/uMJ3wTM5i-s9tqG-GU6jaw,299,16,30,10,http://qiniuuwmp3.changba.com/862188450.mp3,2017-03-28 00:00:00,2017-03-28 00:00:00,2017-03-28 00:00:00,False
556,Titanium,http://changba.com/s/Bpg8NGDzjHv-OITJplEwgg,137,4,4,0,http://qiniuuwmp3.changba.com/862161272.mp3,2017-03-27 00:00:00,2017-03-27 00:00:00,2017-03-27 00:00:00,False
557,Mine,http://changba.com/s/IXltykBvBFsHRUOZCoy-GA,,,,,,,2017-03-27 00:00:00,2017-03-27 00:00:00,True
558,自由鸟,http://changba.com/s/kIrE_4bap09q5fdYQNvOvQ,175,19,9,3,http://qiniuuwmp3.changba.com/861900098.mp3,2017-03-27 00:00:00,2017-03-27 00:00:00,2017-03-27 00:00:00,False
559,Paper Hearts,http://changba.com/s/JBkVnbdkr0ILlPV98oBFJg,569,12,29,6,http://upscuw.changba.com/861873409.mp3,2017-03-27 00:00:00,2017-03-27 00:00:00,2017-03-27 00:00:00,False
560,Pillowtalk,http://changba.com/s/0TTA5S4X0rhniSmVsaXKIg,304,9,18,1,http://qiniuuwmp3.changba.com/857238287.mp3,2017-03-19 00:00:00,2017-03-19 00:00:00,2017-03-19 00:00:00,False
561,Circus,http://changba.com/s/b15D2buD3aJzxiMjlnbPpA,374,11,11,8,http://qiniuuwmp3.changba.com/856584349.mp3,2018-08-01 00:00:00,2017-03-19 00:00:00,2017-03-18 00:00:00,True
562,Formation,http://changba.com/s/HIcolu0vr_WnppvbuDgG7Q,842,21,55,21,http://qiniuuwmp3.changba.com/856547965.mp3,2017-06-03 00:00:00,2017-03-19 00:00:00,2017-03-18 00:00:00,True
563,排山倒海,http://changba.com/s/j3jCd6mzanK81n-tvjzIJw,148,9,4,2,http://qiniuuwmp3.changba.com/855911790.mp3,2017-03-18 00:00:00,2017-03-18 00:00:00,2017-03-18 00:00:00,False
564,我的爱,http://changba.com/s/rp9iL0xfMKMd29QSLlt91g,130,6,10,1,http://qiniuuwmp3.changba.com/855885557.mp3,2017-03-17 00:00:00,2017-03-17 00:00:00,2017-03-17 00:00:00,False
565,Try,http://changba.com/s/lHkFe2tErtzvq49kDBuqtA,780,28,29,4,http://qiniuuwmp3.changba.com/855327986.mp3,2017-03-20 00:00:00,2017-03-17 00:00:00,2017-03-16 00:00:00,True
566,致青春,http://changba.com/s/hTYlws1CASJbfmulXd5OQA,169,7,5,3,http://upscuw.changba.com/855297934.mp3,2017-03-16 00:00:00,2017-03-16 00:00:00,2017-03-16 00:00:00,False
567,Mercy,http://changba.com/s/grEGTV1mdyUvG8g9FHiFaQ,158,5,3,4,http://qiniuuwmp3.changba.com/855252268.mp3,2017-03-16 00:00:00,2017-03-16 00:00:00,2017-03-16 00:00:00,False
568,Telephone,http://changba.com/s/hcvQ3MS4kjlOsFBSpNEnWg,394,6,6,7,http://upuwmp3.changba.com/userdata/userwork/944/854436944.mp3,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-03-15 00:00:00,False
569,Blank Page 男版piano,http://changba.com/s/zuay97laZklY8-CZa85F5g,203,2,3,4,http://upuwmp3.changba.com/userdata/userwork/861/854422861.mp3,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-03-15 00:00:00,False
570,Yonce,http://changba.com/s/x3q50mugSEf4mPqITXUk3A,312,13,16,2,http://qiniuuwmp3.changba.com/854185147.mp3,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-03-15 00:00:00,False
571,We Remain,http://changba.com/s/2jU1bfm-3FAgMFvyb5ARog,141,4,13,1,http://upscuw.changba.com/854143715.mp3,2017-03-14 00:00:00,2017-03-14 00:00:00,2017-03-14 00:00:00,False
572,Flawless,http://changba.com/s/JElD0WhLakmWu1BPELwH0Q,143,10,8,3,http://qiniuuwmp3.changba.com/853048778.mp3,2017-03-12 00:00:00,2017-03-12 00:00:00,2017-03-12 00:00:00,False
573,刺鸟,http://changba.com/s/k-4sHXWYvh5XbKyLaYytag,319,11,15,6,http://upscuw.changba.com/853006144.mp3,2017-03-12 00:00:00,2017-03-12 00:00:00,2017-03-12 00:00:00,False
574,Princessofchina,http://changba.com/s/WSegwjs7Yf-blQ5hpR7pcQ,138,8,9,0,http://upuwmp3.changba.com/userdata/userwork/95/852285095.mp3,2017-03-11 00:00:00,2017-03-11 00:00:00,2017-03-11 00:00:00,False
575,悟空,http://changba.com/s/Aq6OvMEolNFnkFVYX2TKyQ,108,11,20,1,http://upuwmp3.changba.com/userdata/userwork/762/851947762.mp3,2017-03-11 00:00:00,2017-03-11 00:00:00,2017-03-11 00:00:00,False
576,如果的事,http://changba.com/s/DVyMBmZjQL5dd21PlE90-w,257,22,19,10,http://qiniuuwmp3.changba.com/851128770.mp3,2017-03-10 00:00:00,2017-03-10 00:00:00,2017-03-10 00:00:00,False
577,Flashlight,http://changba.com/s/bRBqaySRPCwlHiwZJVlE9Q,319,20,26,12,http://qiniuuwmp3.changba.com/851096168.mp3,2017-03-11 00:00:00,2017-03-10 00:00:00,2017-03-10 00:00:00,True
578,Listen,http://changba.com/s/_0zLHIbmvIpCxgtzEi-Fag,158,17,21,3,http://upscuw.changba.com/851042532.mp3,2017-03-10 00:00:00,2017-03-10 00:00:00,2017-03-10 00:00:00,False
579,贝加尔湖畔,http://changba.com/s/oSQPvFHRSX_nUhuGexe3Rw,158,8,13,3,http://upscuw.changba.com/849632739.mp3,2017-03-06 00:00:00,2017-03-06 00:00:00,2017-03-06 00:00:00,False
580,张三的歌,http://changba.com/s/M3W4gqn8Dwp5NlWnteRrXQ,90,12,13,1,http://qiniuuwmp3.changba.com/849581049.mp3,2017-03-06 00:00:00,2017-03-06 00:00:00,2017-03-06 00:00:00,False
581,滚滚红尘,http://changba.com/s/rUQHNeRJ3MsLs3JfdVNZQQ,181,7,5,2,http://qiniuuwmp3.changba.com/848385499.mp3,2017-03-04 00:00:00,2017-03-04 00:00:00,2017-03-04 00:00:00,False
582,Wear Me Out,http://changba.com/s/PdcLMYs8OMtKOLnkuOlQew,117,6,6,1,http://qiniuuwmp3.changba.com/848328682.mp3,2017-03-04 00:00:00,2017-03-04 00:00:00,2017-03-04 00:00:00,False
583,Halo,http://changba.com/s/rOQbtZXK-6NfDYeZEDHtRA,1296,71,53,38,http://qiniuuwmp3.changba.com/845111673.mp3,2017-03-29 00:00:00,2017-03-04 00:00:00,2017-02-26 00:00:00,True
584,Chained To The Rhythm,http://changba.com/s/HxQMS5b43uogTJLUFFzsaw,1057,24,53,8,http://upscuw.changba.com/845099309.mp3,2017-06-19 00:00:00,2017-03-04 00:00:00,2017-02-26 00:00:00,True
585,Fight,http://changba.com/s/H0w74WBUdY9wAYKznII42Q,137,1,1,0,http://qiniuuwmp3.changba.com/845088583.mp3,2017-02-26 00:00:00,2017-02-26 00:00:00,2017-02-26 00:00:00,False
586,Fxxk It,http://changba.com/s/_4ZEKohku_nuG-A0uAzo5g,123,6,15,3,http://qiniuuwmp3.changba.com/844166890.mp3,2017-02-24 00:00:00,2017-02-24 00:00:00,2017-02-24 00:00:00,False
587,California King Bed,http://changba.com/s/MGxAMKqtPW7HCRD09XWNdQ,117,3,3,2,http://upuwmp3.changba.com/userdata/userwork/275/844009275.mp3,2017-02-24 00:00:00,2017-02-24 00:00:00,2017-02-24 00:00:00,False
588,Sm,http://changba.com/s/Ml1KrbZwRhd7Doq2yf82uw,198,3,8,2,http://qiniuuwmp3.changba.com/843984871.mp3,2017-02-24 00:00:00,2017-02-24 00:00:00,2017-02-24 00:00:00,False
589,Love Without Tragedy,http://changba.com/s/ApR7IQl3_l0xKJxOgZu0mA,120,3,6,1,http://ksapuw.changba.com/userdata/userwork/215/843702215.mp3,2017-02-23 00:00:00,2017-02-23 00:00:00,2017-02-23 00:00:00,False
590,Love Story,http://changba.com/s/X9CrRD4oS3cuy6510-XUyg,131,8,10,2,http://upscuw.changba.com/842447823.mp3,2017-02-21 00:00:00,2017-02-21 00:00:00,2017-02-21 00:00:00,False
591,Unfaithful,http://changba.com/s/T_K3sj-MP9m2eFMZJ-H82g,62,0,2,0,http://upscuw.changba.com/842430517.mp3,,2017-02-21 00:00:00,2017-02-21 00:00:00,True
592,Beautiful,http://changba.com/s/dPxnDxLDZoSCDqTQY3BT_A,119,4,4,2,http://qiniuuwmp3.changba.com/842411646.mp3,2017-02-21 00:00:00,2017-02-21 00:00:00,2017-02-21 00:00:00,False
593,Jump,http://changba.com/s/Si7Z6qrxZC_Mq6QSCfdgEQ,78,4,2,0,http://qiniuuwmp3.changba.com/842404266.mp3,2017-02-21 00:00:00,2017-02-21 00:00:00,2017-02-21 00:00:00,False
594,Rihanna - Birthday Cake,http://changba.com/s/YR3xX96V5dUIplrXVfLrQg,128,2,3,1,http://qiniuuwmp3.changba.com/841932095.mp3,2017-02-20 00:00:00,2017-02-20 00:00:00,2017-02-20 00:00:00,False
595,Only Girl,http://changba.com/s/h29B9BFIK2dZqAw7MdOAuw,160,8,12,5,http://upscuw.changba.com/841910220.mp3,2017-02-20 00:00:00,2017-02-20 00:00:00,2017-02-20 00:00:00,False
596,Love Drought,http://changba.com/s/soG9wCayXbNfZeDSgTztig,92,1,12,3,http://qiniuuwmp3.changba.com/841781374.mp3,2017-02-20 00:00:00,2017-02-20 00:00:00,2017-02-20 00:00:00,False
597,Sing For You,http://changba.com/s/92P5AuJaPmVlKFBkpbvnsQ,96,6,17,3,http://qiniuuwmp3.changba.com/838880171.mp3,2017-02-14 00:00:00,2017-02-14 00:00:00,2017-02-14 00:00:00,False
598,Sandcastles,http://changba.com/s/TtYkTK3zQGax7x_JuN42BA,133,7,12,8,http://qiniuuwmp3.changba.com/838061479.mp3,2017-02-13 00:00:00,2017-02-13 00:00:00,2017-02-13 00:00:00,False
599,拥抱,http://changba.com/s/NzuO1GMJ0Gr8PLOjYx_A2Q,96,5,16,0,http://qiniuuwmp3.changba.com/837208981.mp3,2017-02-11 00:00:00,2017-02-11 00:00:00,2017-02-11 00:00:00,False
600,红豆,http://changba.com/s/zPpkVpMa4gLdA89oUiHz0w,127,4,5,0,http://qiniuuwmp3.changba.com/837170963.mp3,2017-02-11 00:00:00,2017-02-11 00:00:00,2017-02-11 00:00:00,False
601,Boys Like You,http://changba.com/s/QNV2XL2lqZolGLmcvSF1rA,652,17,33,24,http://qiniuuwmp3.changba.com/834556471.mp3,2017-02-07 00:00:00,2017-02-07 00:00:00,2017-02-07 00:00:00,False
602,Sandcastles,http://changba.com/s/D_wbIQngPvpZp8knOrRO2w,171,2,5,3,http://upuwmp3.changba.com/userdata/userwork/94/834374094.mp3,2017-02-06 00:00:00,2017-02-06 00:00:00,2017-02-06 00:00:00,False
603,克卜勒（kepler）,http://changba.com/s/pNVDI9hxkQWtbJOXtyjUbA,131,2,4,1,http://upscuw.changba.com/833206502.mp3,2017-02-05 00:00:00,2017-02-05 00:00:00,2017-02-05 00:00:00,False
604,Love On Top,http://changba.com/s/EjU38Euhr5Qth400Gl6V4g,386,12,20,3,http://upscuw.changba.com/833204302.mp3,2017-02-04 00:00:00,2017-02-04 00:00:00,2017-02-04 00:00:00,False
605,等风来,http://changba.com/s/5SaEoqgxDWkivvrBHedHyQ,137,7,7,1,http://upscuw.changba.com/828990744.mp3,2017-01-26 00:00:00,2017-01-26 00:00:00,2017-01-26 00:00:00,False
606,Hurt,http://changba.com/s/ZxfRJLG-a9QlxVo3v2IA7A,113,2,8,1,http://qiniuuwmp3.changba.com/828985089.mp3,2017-01-26 00:00:00,2017-01-26 00:00:00,2017-01-26 00:00:00,False
607,不必在乎我是谁,http://changba.com/s/hAdn8nctqsCtElM5M7lQWw,324,8,32,5,http://upscuw.changba.com/828154822.mp3,2017-01-24 00:00:00,2017-01-24 00:00:00,2017-01-24 00:00:00,False
608,柿子,http://changba.com/s/c61JCRZHjK-OgDZOiC5UYA,200,4,9,0,http://qiniuuwmp3.changba.com/826307597.mp3,2017-01-20 00:00:00,2017-01-20 00:00:00,2017-01-20 00:00:00,False
609,Purple Rain,http://changba.com/s/PjxiLbT56dIJxq2WE4WpVA,281,9,29,3,http://upuwmp3.changba.com/userdata/userwork/182/825463182.mp3,2017-01-19 00:00:00,2017-01-19 00:00:00,2017-01-19 00:00:00,False
610,Falling,http://changba.com/s/e1qoi_26C2B94muqEOW4Gw,780,36,54,22,http://upscuw.changba.com/820978128.mp3,2018-03-22 00:00:00,2017-01-19 00:00:00,2017-01-09 00:00:00,True
611,Alicia Keys-if I Ain’t Got You,http://changba.com/s/yJtGtJq3riqHuRRZe5D9cg,201,5,6,0,http://qiniuuwmp3.changba.com/819717689.mp3,2017-01-09 00:00:00,2017-01-09 00:00:00,2017-01-09 00:00:00,False
612,Cake By The Ocean,http://changba.com/s/bHgC9o8QUR24XTnyOSmgkw,172,7,20,4,http://qiniuuwmp3.changba.com/819668686.mp3,2017-01-08 00:00:00,2017-01-08 00:00:00,2017-01-08 00:00:00,False
613,Feeling Good,http://changba.com/s/rYdAhc270kM0eJq-QK0Z7w,158,11,26,2,http://qiniuuwmp3.changba.com/817888569.mp3,2017-01-06 00:00:00,2017-01-06 00:00:00,2017-01-06 00:00:00,False
614,Nature Boy,http://changba.com/s/LjyMV8V0LGYPY-A-Kq5BVQ,99,5,5,3,http://upscuw.changba.com/817884839.mp3,2017-01-05 00:00:00,2017-01-05 00:00:00,2017-01-05 00:00:00,False
615,让我留在你身边,http://changba.com/s/GbC74g1nJngwD2RC60bCcA,134,3,4,0,http://upscuw.changba.com/816433344.mp3,2017-01-08 00:00:00,2017-01-05 00:00:00,2017-01-01 00:00:00,True
616,小幸运,http://changba.com/s/NSeYscxzNG6HpzFQKSirMw,175,9,9,1,http://qiniuuwmp3.changba.com/815647855.mp3,2017-01-01 00:00:00,2017-01-01 00:00:00,2017-01-01 00:00:00,False
617,Firework,http://changba.com/s/mRs09_TA2LNNouJW8QwnMg,147,4,10,0,http://qiniuuwmp3.changba.com/815639981.mp3,2017-01-01 00:00:00,2017-01-01 00:00:00,2017-01-01 00:00:00,False
618,Sugar,http://changba.com/s/0QLH-ieuzq0d08zKCezrtQ,173,16,14,4,http://qiniuuwmp3.changba.com/815634899.mp3,2017-02-03 00:00:00,2017-01-01 00:00:00,2016-12-31 00:00:00,True
619,知足,http://changba.com/s/Xh2Gn5ccg2qHbp69Rlg03g,72,5,1,2,http://qiniuuwmp3.changba.com/815004363.mp3,2016-12-31 00:00:00,2016-12-31 00:00:00,2016-12-31 00:00:00,False
620,Elastic Heart,http://changba.com/s/_zmmlGLQANQ51pVpAWC5sQ,194,4,16,2,http://upscuw.changba.com/814952411.mp3,2016-12-31 00:00:00,2016-12-31 00:00:00,2016-12-31 00:00:00,False
621,Hands Of Love,http://changba.com/s/jDJWW-L2W6khjplH_EyU4w,83,3,3,1,http://qiniuuwmp3.changba.com/814343869.mp3,2016-12-31 00:00:00,2016-12-31 00:00:00,2016-12-31 00:00:00,False
